Title,type,country,date_added,release_year,rating,description,IMDb,Genre
Advantageous,Movie,United States,2015-06-23,2015,TV-MA,"In order to keep her job at a biomedical engineering firm that prizes youth, a middle-aged woman must submit to a drastic experimental procedure.",6.2,Drama
Adventures in Public School,Movie,Canada,2018-08-15,2018,NR,"After years of home-schooling, an awkward teen decides he wants a public high school experience, but his overbearing mother struggles to let go.",5.8,Comedy
Aerials,Movie,United Arab Emirates,2020-05-07,2016,TV-14,Dubai residents struggle to figure out why a fleet of alien spaceships are hovering over their city when all contact with the outside world is cut off.,1.4,Sci-Fi & Fantasy
Afflicted,TV Show,United States,2018-08-10,2018,TV-MA,Baffling symptoms. Controversial diagnoses. Costly treatments. Seven people with chronic illnesses search for answers – and relief.,4.9,Documentaries
Africa,TV Show,United Kingdom,2016-04-28,2013,TV-PG,"This five-part nature series chronicles fascinating stories of survival on the African continent, home to the most diverse animal life on the planet.",9.0,Documentaries
After,Movie,United States,2019-10-09,2019,PG-13,"Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott.",5.4,Drama
After Life,TV Show,United Kingdom,2020-04-24,2020,TV-MA,"Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",8.5,Comedy
After Maria,Movie,United States,2019-05-24,2019,TV-PG,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires.",4.4,Documentaries
After Porn Ends,Movie,United States,2019-05-27,2012,NR,"This documentary explores the careers of some of porn's top stars and examines their adjustment to ""normal"" society after leaving adult entertainment.",5.7,Documentaries
After Porn Ends 3,Movie,United States,2018-12-30,2018,TV-MA,This third installment in a documentary series examines the lives of the adult film genre's biggest stars after their industry careers have ended.,5.3,Documentaries
After the Raid,Movie,United States,2019-12-19,2019,TV-PG,A large immigration raid in a small town leaves emotional fallout and hard questions for its churchgoers about what it means to love thy neighbor.,4.2,Documentaries
Against the Tide,TV Show,Singapore,2017-07-01,2014,TV-14,A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,7.7,Crime
Agatha and the Truth of Murder,Movie,United Kingdom,2019-01-31,2018,TV-MA,"In a dramatized depiction of her 11-day disappearance, novelist Agatha Christie solving a real murder amid a crisis in her writing and marriage.",6.3,Drama
Age Gap Love,TV Show,United Kingdom,2019-07-12,2017,TV-MA,"Despite the social backlash and challenges that come with intergenerational romance, these couples choose to stick together through thick and thin.",5.8,Reality
Age of Rebellion,TV Show,Taiwan,2018-09-01,2018,TV-MA,"At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.",8.6,Crime
Agent,TV Show,Mauritius,2019-12-20,2019,TV-MA,"A former footballer tries to make it as a player agent in the world of African soccer, but a secret from his past threatens to destroy everything.",6.4,Drama
Aggretsuko,TV Show,Japan,2020-08-27,2020,TV-14,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",8.0,Anime
Agneepath,Movie,India,2020-04-01,1990,TV-14,"A boy grows up to become a gangster in pursuit of the mobster who killed his innocent father, but revenge and reparation may come at great costs.",7.7,Drama
Agustín Aristarán: Soy Rada,Movie,Argentina,2018-02-16,2018,TV-MA,"Argentine comedian Agustín ""Radagast"" Aristarán adds doses of magic, music and acting to his high-energy stand-up routine.",6.7,Comedy
Agyaat,Movie,India,2018-10-01,2009,TV-14,A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.,2.9,Horror
Ainori Love Wagon: African Journey,TV Show,Japan,2020-01-30,2019,TV-14,"To find love, seven strangers leave Japan and embark on a journey through the continent of Africa together. Challenges, adventure and romance await!",7.4,Reality
Ainori Love Wagon: Asian Journey,TV Show,Japan,2019-03-28,2018,TV-MA,"Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.",6.9,Reality
Airplane Mode,Movie,United States,2020-01-23,2020,TV-PG,"When Ana, an influencer, crashes her car while talking on the phone, she’s shipped to her grumpy grandfather's farm – and forced into a digital detox.",3.8,Comedy
Aisa Yeh Jahaan,Movie,India,2017-10-15,2015,TV-14,"During a vacation with her parents, away from her concrete urban existence, a young girl learns to appreciate the joys of connecting with nature.",6.9,Drama
Aiyaary,Movie,India,2018-05-15,2018,TV-MA,"When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs.",5.3,Drama
AJ and the Queen,TV Show,United States,2020-01-10,2020,TV-14,"While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",7.6,Comedy
Ajji,Movie,India,2018-05-01,2017,TV-MA,"When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.",7.0,Drama
Akame ga Kill!,TV Show,Japan,2020-03-01,2014,TV-14,"Tatsumi sets out on a journey to help his poor village. When he's rescued by a band of assassins, he joins their fight against the corrupt government.",7.9,Crime
Ala Vaikunthapurramuloo,Movie,India,2020-02-27,2020,TV-14,"After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire’s son.",7.2,Comedy
Alan Saldaña: Mi vida de pobre,Movie,Mexico,2017-08-04,2017,TV-MA,Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.,6.1,Comedy
Albion: The Enchanted Stallion,Movie,United States,2017-07-01,2016,TV-PG,"After a magical horse transports her to a fantasy world ruled by an evil general, a brave girl sets out to save the land once and for all.",5.2,Children
Alejandro Riaño: Especial de stand up,Movie,Colombia,2018-01-10,2018,TV-MA,"Colombian comedian Alejandro Riaño discusses the perks of dating a she-wolf, styles of dancing, the quirks of Bogotá men and soccer game announcers.",4.9,Comedy
Alelí,Movie,Uruguay,2020-04-16,2019,TV-MA,"Mourning their father's death, a dysfunctional trio of siblings must face selling their beloved childhood beach house — and dealing with each other.",6.4,Comedy
Alex Fernández: The Best Comedian in the World,Movie,Mexico,2020-01-23,2020,TV-MA,Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.,6.9,Comedy
Alex Strangelove,Movie,United States,2018-06-08,2018,TV-MA,High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,6.3,Comedy
Alexa & Katie,TV Show,United States,2020-06-13,2020,TV-G,"Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school – and ready for whatever comes next.",7.3,Comedy
Ali Wong: Baby Cobra,Movie,United States,2016-05-06,2016,TV-MA,"Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",7.5,Comedy
Ali Wong: Hard Knock Wife,Movie,United States,2018-05-13,2018,TV-MA,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.",7.4,Comedy
Ali's Wedding,Movie,Australia,2018-06-08,2018,TV-MA,"After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart.",6.9,Comedy
Alias Grace,TV Show,Canada,2017-11-03,2017,TV-MA,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.",7.8,Crime
Alibaba Aur 40 Chor,Movie,Soviet Union,2018-01-15,1980,TV-14,A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.,6.2,Action & Adventure
Alien Warfare,Movie,United States,2019-04-05,2019,TV-MA,The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.,2.6,Action & Adventure
Aliens Ate My Homework,Movie,United States,2018-03-06,2018,PG,Tiny alien lawmen fly into Rod's bedroom and recruit him into helping them stop an intergalactic criminal – who's disguised as a very familiar human.,4.6,Comedy
Alive and Kicking,Movie,Sweden,2017-08-10,2016,TV-14,Take an inside look at swing dancing's continued prosperity and the lively and joyous personalities that make the art form so unique.,6.6,Documentaries
All About Love,Movie,South Africa,2020-03-06,2017,TV-MA,An inseparable couple struggles to stay together when betrayal threatens to tear their lives apart.,6.3,Drama
All About Nina,Movie,United States,2019-03-18,2018,R,"Fearless provocation has fueled stand-up comic Nina Geld's career, but a move to LA and a new love take her to new levels of honesty.",6.0,Comedy
All About the Washingtons,TV Show,United States,2018-08-10,2018,TV-PG,"Hip-hop icon MC Joe Speed retires from showbiz and finds a new rhythm balancing business, romance and everyday family chaos.",4.2,Comedy
All American,TV Show,United States,2020-03-17,2019,TV-14,Culture clashes and brewing rivalries test a teen football player from South Los Angeles when he’s recruited to the Beverly Hills High School team.,7.7,Drama
All Day and a Night,Movie,United States,2020-05-01,2020,R,"While serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.",5.9,Drama
All Hail King Julien,TV Show,United States,2017-12-01,2017,TV-Y7,"In this Emmy winner for Outstanding Children's Animated Program, Madagascar booty-shaker King Julien takes on the jungle’s craziest adventures.",7.2,Comedy
All Light Will End,Movie,United States,2019-02-02,2018,TV-MA,"A horror novelist with a traumatic past returns to her childhood hometown, where she revisits her night terrors and loses sight of reality.",4.0,Horror
All of You,Movie,Philippines,2019-01-11,2017,TV-MA,"Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them.",5.3,Comedy
All the Boys Love Mandy Lane,Movie,United States,2018-07-03,2006,R,"During a weekend excursion to a secluded ranch, an unwelcome visitor begins picking off the randy admirers of teenage temptress Mandy Lane.",5.5,Horror
All the Devil's Men,Movie,United Kingdom,2019-05-15,2018,R,A battle-scarred Special Ops military vet joins a CIA-funded assignment to take down a Russian terrorist and his trigger-happy comrades.,5.1,Action & Adventure
Almost Happy,TV Show,Argentina,2020-05-02,2020,TV-MA,"Sebastián is a radio show host of modest fame, trying to find a way in the world as he deals with his ex-wife (whom he still loves) and two kids.",6.5,Comedy
Alone in Berlin,Movie,United Kingdom,2019-02-15,2016,R,"After learning of their son's death on the battlefield, a grieving Berlin couple embark on a quietly dangerous act of resistance against Adolf Hitler.",6.5,Drama
Alpha and Omega 2: A Howl-iday Adventure,Movie,United States,2019-10-01,2013,TV-G,"In this animated outdoor adventure, wolf couple Humphrey and Kate face a crisis when one of their three cubs disappears without explanation.",5.1,Children
